,Date,Close,Percentage_Increase_Decrease,Amount_Invested,return_on_investment
3478,2021-12-03,17196.69921875,-1.177768586739425,588.0,2165792.162991536
3479,2021-12-06,16912.25,-1.654091957599968,729.0,2130696.9690051624
3480,2021-12-07,17176.69921875,1.5636548581649423,0.0,2164013.7156737847
3481,2021-12-08,17469.75,1.7060948527881648,0.0,2200933.842290525
3482,2021-12-09,17516.849609375,0.2696066593683266,0.0,2206867.7064976315
3483,2021-12-10,17511.30078125,-0.031677089480919296,11.0,2206179.6350395186
3484,2021-12-13,17368.25,-0.8169055116863166,299.0,2188456.23200318
3485,2021-12-14,17324.900390625,-0.24959111813221968,84.0,2183078.0396238887
3486,2021-12-15,17221.400390625,-0.5974060321640162,196.0,2170232.199728328
3487,2021-12-16,17248.400390625,0.1567816750529749,0.0,2173634.7261236007
3488,2021-12-17,16985.19921875,-1.525945397337003,471.0,2140937.247065399
3489,2021-12-20,16614.19921875,-2.1842546279377872,572.0,2094745.726165129
3490,2021-12-21,16770.849609375,0.942870544420904,0.0,2114496.466597656
3491,2021-12-22,16955.44921875,1.1007170994593363,0.0,2137771.09077296
3492,2021-12-23,17072.599609375,0.6909306212627531,0.0,2152541.605851613
3493,2021-12-24,17003.75,-0.40327548791804224,82.0,2143942.933187976
3494,2021-12-27,17086.25,0.4851870910828504,0.0,2154345.067539987
3495,2021-12-28,17233.25,0.8603409174043453,0.0,2172879.779658116
3496,2021-12-29,17213.599609375,-0.11402602889762914,22.0,2170424.131132652
3497,2021-12-30,17203.94921875,-0.05606259494814747,1946.0,2171153.335043358
3498,2021-12-31,17354.05078125,0.8724831757606522,0.0,2190096.282611578
3499,2022-01-03,17625.69921875,1.5653315812207858,0.0,2224378.551382439
3500,2022-01-04,17805.25,1.018687423526421,0.0,2247038.015936991
